"m","n"
"Module tensorflow.python.kernel_tests.distributions.identity_bijector_test",31
"Module tensorflow.python.framework.registry_test",31
"Module tensorflow.python.kernel_tests.template_mirrored_strategy_test",31
"Module tensorflow.python.autograph.core.config_lib",31
"Module tensorflow.python.training.saver_large_variable_test",31
"Module tensorflow.python.autograph.operators.__init__",31
"Module tensorflow.python.keras.backend_config_test",31
"Module tensorflow.python.training.server_lib_multiple_containers_test",31
"Module tensorflow.python.util.keyword_args",30
"Module tensorflow.python.ops.ragged.ragged_row_splits_to_segment_ids_op_test",30
"Module tensorflow.python.data.kernel_tests.prefetch_test",30
"Module tensorflow.python.eager.graph_only_ops",30
"Module tensorflow.python.profiler.profiler",30
"Module tensorflow.contrib.learn.python.learn.estimators.test_data",30
"Module tensorflow.contrib.data.python.ops.counter",30
"Script runlit.site.cfg.py",30
"Module tensorflow.python.data.experimental.kernel_tests.optimization.noop_elimination_test",30
"Module tensorflow.contrib.tensor_forest.hybrid.python.kernel_tests.routing_function_op_test",30
"Module tensorflow.contrib.autograph.examples.benchmarks.benchmark_base",30
"Module tensorflow.python.eager.execution_callbacks_test",30
"Module tensorflow.contrib.util.loader",30
"Module tensorflow.contrib.learn.python.learn.estimators.estimator_test_utils",30
"Module tensorflow.contrib.tensorrt.python.trt_convert",30
"Module tensorflow.contrib.cluster_resolver.cluster_resolver_initialization_test",30
"Module ragged.ragged_row_splits_to_segment_ids_op_test",30
"Module tensorflow.python.autograph.converters.list_comprehensions_test",30
"Module tensorflow.examples.saved_model.integration_tests.integration_scripts",29
"Module tensorflow.python.data.experimental.ops.threading_options",29
"Module tensorflow.contrib.learn.python.learn.preprocessing.tests.categorical_test",29
"Module tensorflow.python.tpu.tpu_function",29
"Module tensorflow.python.framework.versions_test",29
"Module tkinter.scrolledtext",29
"Module tensorflow.python.kernel_tests.decode_png_op_test",29
"Module tensorflow.python.keras.applications.densenet",29
"Module tensorflow.lite.experimental.tensorboard.ops_util",29
"Module tensorflow.python.keras.applications.resnet_v2",29
"Module tensorflow.contrib.timeseries.python.timeseries.state_space_models.level_trend_test",29
"Module tensorflow.python.kernel_tests.string_strip_op_test",29
"Module tensorflow.python.framework.file_system_test",29
"Module tensorflow.contrib.cluster_resolver.python.training.__init__",29
"Module tensorflow.python.data.experimental.kernel_tests.serialization.textline_dataset_serialization_test",29
"Module training.__init__",29
"Module tensorflow.contrib.model_pruning.__init__",28
"Module tensorflow.python.ops.ragged.ragged_eager_test",28
"Module tensorflow.python.keras.datasets.cifar",28
"Module tensorflow.python.kernel_tests.string_lower_op_test",28
"Module tensorflow.python.data.experimental.kernel_tests.serialization.zip_dataset_serialization_test",28
"Module tensorflow.python.kernel_tests.sparsemask_op_test",28
"Module tensorflow.contrib.data.python.ops.resampling",28
"Module tensorflow.python.data.kernel_tests.skip_test",28
"Module tensorflow.python.data.experimental.kernel_tests.counter_test",28
"Module tensorflow.python.data.experimental.kernel_tests.serialization.sql_dataset_serialization_test",28
"Module ragged.ragged_eager_test",28
"Module tensorflow.contrib.tensorboard.plugins.projector.projector_api_test",28
"Module tensorflow.python.keras.utils.__init__",28
"Module tensorflow.python.kernel_tests.signal.test_util",28
"Module tensorflow.python.kernel_tests.string_upper_op_test",28
"Module tensorflow.contrib.linear_optimizer.python.ops.sparse_feature_column_test",28
"Module tensorflow.python.ops.signal.signal",28
"Module tensorflow.python.kernel_tests.zero_division_test",28
"Module tensorflow.contrib.tensorboard.plugins.projector.__init__",28
"Module tensorflow.contrib.learn.python.learn.__init__",27
"Module tensorflow.python.saved_model.tag_constants",27
"Module tensorflow.contrib.timeseries.examples.predict_test",27
"Module tensorflow.python.training.server_lib_same_variables_no_clear_test",27
"Module tensorflow.python.kernel_tests.string_join_op_test",27
"Module tensorflow.python.ops.spectral_ops_test_util",27
"Module tty",27
"Module tensorflow.python.eager.def_function_xla_test",27
"Module tensorflow.python.data.kernel_tests.enumerate_test",27
"Module tensorflow.contrib.data.python.ops.scan_ops",27
"Module tensorflow.python.autograph.utils.context_managers",27
"Module tensorflow.python.tpu.bfloat16_test",27
"Module tensorflow.python.data.experimental.kernel_tests.sleep_test",27
"Module tensorflow.python.data.experimental.kernel_tests.serialization.group_by_reducer_serialization_test",27
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_definitions_py3_test",27
"Module tensorflow.examples.saved_model.integration_tests.export_rnn_cell",26
"Module tensorflow.python.data.experimental.kernel_tests.serialization.unbatch_dataset_serialization_test",26
"Module tensorflow.contrib.nn.python.ops.fwd_gradients_test",26
"Module distutils.command.__init__",26
"Module tensorflow.python.eager.graph_only_ops_test",26
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.forest_to_data_then_nn",26
"Module tensorflow.python.autograph.pyct.testing.basic_definitions",26
"Module tensorflow.python.data.kernel_tests.take_test",26
"Module tensorflow.compiler.tests.reshape_op_test",26
"Module tensorflow.contrib.learn.python.learn.estimators.regression_test",26
"Module tensorflow.python.distribute.reduce_util",26
"Module tensorflow.python.data.experimental.kernel_tests.variant_test",26
"Module tensorflow.python.grappler.tf_optimizer",26
"Module _bootlocale",26
"Module tensorflow.python.keras.layers.noise_test",26
"Module tensorflow.python.ops.losses.util_test",26
"Module losses.util_test",26
"Module tensorflow.python.data.experimental.kernel_tests.optimization.model_dataset_test",26
"Module tensorflow.python.data.experimental.kernel_tests.serialization.parse_example_dataset_serialization_test",25
"Module ragged.ragged_size_op_test",25
"Module tensorflow.python.autograph.pyct.static_analysis.annos",25
"Module tensorflow.python.ops.ragged.ragged_size_op_test",25
"Module tensorflow.python.autograph.converters.conditional_expressions_test",25
"Module tensorflow.python.distribute.model_collection.model_collection_base",25
"Module tensorflow.contrib.slim.python.slim.data.dataset",25
"Module email.mime.text",25
"Module tensorflow.examples.saved_model.integration_tests.mnist_util",25
"Module tensorflow.python.autograph.pyct.static_analysis.liveness_py3_test",25
"Module tkinter.commondialog",25
"Module tensorflow.python.eager.memory_tests.memory_test_util",25
"Module tensorflow.python.data.experimental.kernel_tests.serialization.optimize_dataset_serialization_test",25
"Module tensorflow.contrib.keras.api.keras.metrics.__init__",25
"Module tensorflow.contrib.keras.api.keras.initializers.__init__",25
"Module tensorflow.python.distribute.distribute_config",25
"Module tensorflow.compiler.tests.xla_device_gpu_test",25
"Module tensorflow.compiler.tests.placeholder_test",25
"Module tensorflow.python.keras.utils.np_utils_test",25
"Module tensorflow.python.framework.kernels",25
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.stochastic_soft_decisions_to_data_then_nn",24
"Module ragged.ragged_conversion_ops",24
"Module tensorflow.python.ops.ragged.ragged_conversion_ops",24
"Script compat_template_v1.__init__.py",24
"Module tensorflow.examples.adding_an_op.zero_out_grad_2",24
"Module tensorflow.python.autograph.utils.context_managers_test",24
"Module tensorflow.python.data.experimental.kernel_tests.serialization.group_by_window_serialization_test",24
"Module tensorflow.contrib.losses.__init__",24
"Module encodings.mbcs",24
"Module tensorflow.python.keras.applications.nasnet",24
"Module tensorflow.tools.api.tests.module_test",24
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.stochastic_hard_decisions_to_data_then_nn",24
"Module tensorflow.contrib.factorization.__init__",24
"Module tensorflow.python.framework.tensor_shape_div_test",24
"Module tkinter.colorchooser",24
"Module tensorflow.contrib.slim.__init__",24
"Module tensorflow.python.kernel_tests.cross_grad_test",24
"Module tensorflow.python.debug.__init__",24
"Module tensorflow.contrib.data.python.ops.unique",24
"Module tensorflow.python.data.experimental.kernel_tests.optimization.filter_with_random_uniform_fusion_test",23
"Module tensorflow.contrib.labeled_tensor.python.ops.nn",23
"Module tensorflow.python.util.keyword_args_test",23
"Module estimator.__init__",23
"Module eval.python.eval_utils_test",23
"Module tensorflow.python.ops.unconnected_gradients",23
"Module tensorflow.contrib.gan.python.eval.python.eval_utils_test",23
"Module tensorflow.contrib.graph_editor.examples.edit_graph_example",23
"Module tensorflow.python.kernel_tests.trace_op_test",23
"Module ragged.__init__",23
"Module tensorflow.contrib.summary.summary",23
"Module tensorflow.python.data.experimental.kernel_tests.serialization.concatenate_dataset_serialization_test",23
"Module tensorflow.contrib.labeled_tensor.python.ops.test_util",23
"Module tensorflow.contrib.gan.python.estimator.__init__",23
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.decisions_to_data_then_nn",23
"Module tensorflow.contrib.learn.python.learn.estimators.multioutput_test",23
"Module tensorflow.contrib.cluster_resolver.__init__",23
"Module tensorflow.python.ops.ragged.__init__",23
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.k_feature_decisions_to_data_then_nn",23
"Module tensorflow.python.ops.initializers_ns",23
"Module tensorflow.contrib.nearest_neighbor.python.kernel_tests.hyperplane_lsh_probes_test",23
"Module tensorflow.contrib.keras.api.keras.losses.__init__",23
"Module tensorflow.contrib.layers.python.ops.bucketization_op",23
"Module lib2to3.pygram",22
"Module tensorflow.python.client.device_lib_test",22
"Module tensorflow.contrib.cudnn_rnn.__init__",22
"Module tensorflow.contrib.specs.python.params_ops",22
"Module tensorflow.python.data.experimental.kernel_tests.serialization.sample_from_datasets_serialization_test",22
"Script runlit.cfg.py",22
"Module tensorflow.python.autograph.converters.asserts_test",22
"Module tensorflow.contrib.layers.__init__",22
"Module tensorflow.contrib.learn.python.learn.estimators.constants",22
"Module tensorflow.python.data.experimental.ops.matching_files",22
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_and_batch_fusion_test",22
"Module tensorflow.python.distribute.summary_op_util",22
"Module tensorflow.contrib.cloud.python.ops.gcs_config_ops_test",22
"Module tensorflow.contrib.timeseries.examples.lstm_test",22
"Module tensorflow.contrib.keras.api.keras.__init__",22
"Module tensorflow.python.data.experimental.kernel_tests.serialization.choose_fastest_dataset_serialization_test",22
"Module tensorflow.python.data.experimental.kernel_tests.serialization.fixed_length_record_dataset_serialization_test",22
"Module tensorflow.python.client.device_lib",22
"Module tensorflow.contrib.cloud.__init__",21
"Module tensorflow.contrib.image.__init__",21
"Module tensorflow.compiler.tests.xla_test_test",21
"Module tensorflow.python.autograph.utils.type_check_test",21
"Module tensorflow.contrib.learn.python.learn.learn_io.numpy_io",21
"Module tensorflow.contrib.learn.python.learn.learn_io.__init__",21
"Module tensorflow.contrib.optimizer_v2.optimizer_v2_symbols",21
"Module tensorflow.contrib.learn.python.learn.estimators.metric_key",21
"Script tensorflow.lite.experimental.micro.tools.make.targets.ecm3531.load_program",21
"Module tensorflow.python.data.experimental.kernel_tests.serialization.ignore_errors_serialization_test",21
"Module tensorflow.contrib.gan.python.eval.__init__",21
"Module tensorflow.python.autograph.converters.asserts",21
"Module tensorflow.python.platform.app_test",21
"Module unittest.__init__",21
"Module eval.__init__",21
"Module tensorflow.contrib.gan.__init__",21
"Script tensorflow.lite.experimental.micro.tools.make.targets.ecm3531.flash_program",21
"Module tensorflow.python.kernel_tests.huge_slice_op_test",21
"Module tensorflow.contrib.keras.api.keras.utils.__init__",21
"Module tensorflow.python.kernel_tests.ackermann_test",20
"Module tensorflow.examples.saved_model.integration_tests.use_text_rnn_model",20
"Script tensorflow.tools.test.file_name_test",20
"Module tensorflow.python.data.experimental.kernel_tests.serialization.take_while_dataset_serialization_test",20
"Module tensorflow.python.ops.distributions.distributions",20
"Module tensorflow.contrib.learn.python.learn.utils.input_fn_utils_test",20
"Module distributions.distributions",20
"Module features.__init__",20
"Module tensorflow.python.framework.op_def_registry",20
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.nn",20
"Module tensorflow.contrib.checkpoint.__init__",20
"Module tensorflow.python.kernel_tests.duplicate_op_test",20
"Module tensorflow.python.autograph.core.unsupported_features_checker",20
"Module tensorflow.contrib.gan.python.features.__init__",20
"Module tensorflow.contrib.tpu.__init__",20
"Module tensorflow.python.grappler.graph_analyzer",20
"Module tensorflow.python.distribute.numpy_dataset_test",20
"Module tensorflow.python.data.benchmarks.range_benchmark",20
"Module tensorflow.python.tpu.topology_test",20
"Module tensorflow.python.keras.applications.inception_v3",19
"Module tensorflow.python.autograph.pyct.testing.decorators",19
"Module tensorflow.contrib.rnn.__init__",19
"Module tensorflow.python.util.memory",19
"Module tensorflow.contrib.legacy_seq2seq.__init__",19
"Module tensorflow.contrib.keras.api.keras.activations.__init__",19
"Module tensorflow.lite.experimental.micro.examples.micro_speech.apollo3.captured_data_to_wav",19
"Module tensorflow.python.eager.cancellation",19
"Module tensorflow.examples.saved_model.integration_tests.use_rnn_cell",19
"Module tensorflow.contrib.session_bundle.constants",19
"Module tensorflow.contrib.tensor_forest.hybrid.python.hybrid_layer",19
"Module tensorflow.contrib.keras.api.keras.callbacks.__init__",19
"Module tensorflow.python.training.server_lib_sparse_job_test",19
"Module tensorflow.python.framework.ops_enable_eager_test",19
"Module tensorflow.python.keras.saving.__init__",19
"Module tensorflow.examples.adding_an_op.zero_out_1_test",19
"Module tensorflow.tools.docs.generate2_test",19
"Module tensorflow.tools.docs.generate",19
"Module tensorflow.python.keras.applications.inception_resnet_v2",19
"Module tensorflow.python.keras.applications.xception",19
"Module tensorflow.python.keras.applications.mobilenet",19
"Module tensorflow.python.keras.applications.vgg16",19
"Module tensorflow.python.keras.applications.mobilenet_v2",19
"Module tensorflow.python.keras.applications.vgg19",19
"Module tensorflow.contrib.constrained_optimization.__init__",19
"Module tensorflow.python.keras.layers.time_distributed_learning_phase_test",18
"Module tensorflow.python.data.experimental.kernel_tests.serialization.rebatch_dataset_serialization_test",18
"Module tensorflow.python.data.benchmarks.filter_benchmark",18
"Module tensorflow.contrib.stateless.python.kernel_tests.stateless_random_ops_test",18
"Module tensorflow.python.kernel_tests.large_concat_op_test",18
"Module tensorflow.python.autograph.utils.tensors",18
"Module tensorflow.contrib.keras.api.keras.applications.__init__",18
"Module tensorflow.python.tf2",18
"Module tensorflow.contrib.keras.api.keras.constraints.__init__",18
"Module tensorflow.contrib.keras.api.keras.preprocessing.image.__init__",18
"Module tensorflow.python.framework.contrib_test",18
"Module email.mime.base",18
"Module tensorflow.python.grappler.model_analyzer",18
"Module tensorflow.python.data.experimental.kernel_tests.serialization.shard_dataset_serialization_test",18
"Module tensorflow.python.util.compat_internal",17
"Module layers.__init__",17
"Module tensorflow.python.util.tf_contextlib",17
"Module tensorflow.contrib.layers.python.layers.__init__",17
"Module tensorflow.contrib.keras.api.keras.optimizers.__init__",17
"Module tensorflow.contrib.all_reduce.__init__",17
"Module tensorflow.python.autograph.pyct.testing.codegen_test",17
"Module tensorflow.python.compat.disable_v2_behavior_test",17
"Module tensorflow.contrib.graph_editor.__init__",17
"Module tensorflow.contrib.memory_stats.python.ops.memory_stats_ops",17
"Module tensorflow.python.framework.kernels_test",17
"Module tensorflow.tools.compatibility.all_renames_v2_test",17
"Module tensorflow.contrib.learn.python.learn.datasets.load_csv_test",17
"Module tensorflow.lite.python.wrap_toco",17
"Module tensorflow.python.autograph.converters.conditional_expressions",17
"Module tensorflow.python.framework.proto_test",17
"Script tensorflow.lite.experimental.micro.tools.make.targets.ecm3531.flash_erase",17
"Module tensorflow.python.autograph.utils.testing",17
"Module tensorflow.python.kernel_tests.fingerprint_op_test",17
"Module tensorflow.python.data.experimental.kernel_tests.serialization.scan_dataset_serialization_test",17
"Module tensorflow.python.autograph.operators.dispatch_context",16
"Module tensorflow.python.data.experimental.kernel_tests.serialization.shuffle_and_repeat_dataset_serialization_test",16
"Module tensorflow.python.data.experimental.kernel_tests.serialization.unique_dataset_serialization_test",16
"Module tensorflow.python.ops.state_grad",16
"Module tensorflow.examples.speech_commands.generate_streaming_test_wav_test",16
"Module tensorflow.contrib.timeseries.python.timeseries.model_utils_test",16
"Module tensorflow.python.kernel_tests.invalid_op_test",16
"Module tensorflow.contrib.crf.__init__",16
"Module tensorflow.python.data.experimental.kernel_tests.serialization.prefetch_dataset_serialization_test",16
"Module tensorflow.python.eager.profiler_client_test",16
"Module importlib.machinery",16
"Module six.moves.urllib_response",15
"Module tensorflow.python.saved_model.signature_def_utils",15
"Module tensorflow.python.ops.nn",15
"Module tensorflow.python.platform.app",15
"Module tensorflow.python.ops.ragged.ragged_config",15
"Module tensorflow.lite.experimental.tensorboard.ops_util_test",15
"Module ragged.ragged_config",15
"Module tensorflow.__init__",15
"Module tensorflow.contrib.signal.__init__",15
"Module tensorflow.python.autograph.operators.special_values_test",15
"Module tensorflow.contrib.fused_conv.python.ops.fused_conv2d_bias_activation_op_test",15
"Module tensorflow.contrib.cudnn_rnn.python.layers.__init__",15
"Module tensorflow.contrib.deprecated.__init__",15
"Module tensorflow.python.pywrap_dlopen_global_flags",15
"Module layers.__init__",15
"Module six.moves.urllib_error",15
"Module tensorflow.contrib.keras.api.keras.regularizers.__init__",14
"Module tensorflow.python.keras.applications.imagenet_utils",14
"Module tensorflow.python.profiler.traceme",14
"Module metric_learning.__init__",14
"Module tensorflow.python.saved_model.saved_model",14
"Module tensorflow.python.autograph.utils.type_check",14
"Module tensorflow.contrib.feature_column.__init__",14
"Module tensorflow.contrib.periodic_resample.python.ops.periodic_resample_op",14
"Module tensorflow.python.keras.preprocessing.text",14
"Module struct",14
"Module tensorflow.contrib.losses.python.metric_learning.__init__",14
"Module tensorflow.contrib.tpu.python.tpu.tpu_estimator",13
"Module tensorflow.contrib.timeseries.examples.multivariate_test",13
"Module tensorflow.python.distribute.model_combinations",13
"Module tensorflow.python.kernel_tests.proto.descriptor_source_test",13
"Module tensorflow.contrib.mixed_precision.__init__",13
"Module tpu.tpu_estimator",13
"Module tensorflow.contrib.keras.api.keras.models.__init__",13
"Module training.cluster_resolver",13
"Module tensorflow.python.keras.preprocessing.__init__",13
"Module tensorflow.python.tpu.tpu_estimator",13
"Module tensorflow.python.kernel_tests.proto.encode_proto_op_test",13
"Module tensorflow.contrib.cluster_resolver.python.training.cluster_resolver",13
"Module tensorflow.python.util.future_api",13
"Module tensorflow.python.eager.cancellation_test",13
"Module tensorflow.python.keras.datasets.__init__",13
"Module tensorflow.contrib.quantize.__init__",12
"Module tensorflow.contrib.slim.python.slim.nets.inception",12
"Module tensorflow.contrib.reduce_slice_ops.python.ops.reduce_slice_ops",12
"Module tensorflow.examples.adding_an_op.cuda_op_test",12
"Module tensorflow.contrib.learn.python.learn.datasets.produce_small_datasets",12
"Module tensorflow.contrib.slim.nets",12
"Module tensorflow.python.data.kernel_tests.filter_with_legacy_function_test",12
"Module tensorflow.contrib.keras.__init__",12
"Module tensorflow.examples.adding_an_op.fact_test",12
"Module tensorflow.contrib.learn.python.learn.estimators.prediction_key",12
"Module framework.__init__",12
"Module tensorflow.contrib.framework.python.framework.__init__",12
"Module tensorflow.python.data.kernel_tests.filter_test",12
"Module tensorflow.python.ops.bitwise_ops",12
"Module tensorflow.python.ops.optional_grad",12
"Module tensorflow.contrib.keras.api.keras.datasets.__init__",12
"Module six.moves.urllib.__init__",12
"Module tensorflow.python.distribute.distribute_coordinator_context",11
"Module tensorflow.python.kernel_tests.proto.decode_proto_op_test",11
"Module tensorflow.contrib.bayesflow.python.ops.monte_carlo",11
"Module tensorflow.python.keras.engine.__init__",11
"Module tensorflow.python.ops.proto_ops",11
"Module tensorflow.contrib.proto.import_test",11
"Module tensorflow.examples.tutorials.mnist.input_data",11
"Module tensorflow.contrib.boosted_trees.python.ops.boosted_trees_ops_loader",11
"Module tensorflow.python.saved_model.model_utils.__init__",11
"Module tensorflow.python.platform.resource_loader_test",11
"Module tensorflow.python.data.__init__",11
"Module tensorflow.contrib.nn.__init__",11
"Module tensorflow.examples.adding_an_op.zero_out_op_2",11
"Module tensorflow.python.ops.manip_grad",11
"Module tensorflow.python.ops.manip_ops",11
"Module tensorflow.python.distribute.__init__",11
"Module tensorflow.contrib.data.python.ops.writers",11
"Module tensorflow.python.platform.build_info_test",11
"Module tensorflow.python.distribute.cluster_resolver.__init__",11
"Module tensorflow.tools.pip_package.simple_console_for_windows",11
"Module tensorflow.tools.pip_package.simple_console",11
"Module tensorflow.contrib.data.python.ops.random_ops",11
"Module tensorflow.contrib.bigtable.__init__",11
"Module tensorflow.contrib.metrics.python.ops.confusion_matrix_ops",11
"Module model_utils.__init__",11
"Module tensorflow.compiler.jit.ops.xla_ops_grad",10
"Module tensorflow.contrib.framework.python.ops.__init__",10
"Module tensorflow.python.platform.logging_test",10
"Module tensorflow.contrib.stat_summarizer.__init__",10
"Module tpu.feature_column",10
"Module tensorflow.contrib.quantization.__init__",10
"Module tensorflow.python.ops.gradients",10
"Module ops.__init__",10
"Module tensorflow.python.user_ops.user_ops",10
"Module tensorflow.tools.test.system_info",10
"Module tensorflow.contrib.util.__init__",10
"Module tensorflow.contrib.ignite.python.ops.igfs_ops",10
"Module tensorflow.contrib.tpu.python.tpu.feature_column",10
"Module tensorflow.contrib.learn.__init__",10
"Module ctypes.test.__init__",10
"Module decimal",10
"Module tensorflow.contrib.keras.api.keras.preprocessing.__init__",9
"Module tensorflow.python.eager.test",9
"Module tensorflow.contrib.cluster_resolver.python.training.tpu_cluster_resolver",9
"Module tensorflow.contrib.kafka.__init__",9
"Module tensorflow.contrib.bayesflow.__init__",9
"Module tensorflow.contrib.ffmpeg.__init__",9
"Module tensorflow.python.feature_column.feature_column_lib",9
"Module training.tfconfig_cluster_resolver",9
"Module tensorflow.contrib.cluster_resolver.python.training.tfconfig_cluster_resolver",9
"Module tensorflow.contrib.hadoop.__init__",9
"Module tensorflow.contrib.sparsemax.__init__",9
"Module tensorflow.python.estimator.canned.prediction_keys",9
"Module queues.feeding_queue_runner",9
"Module six.moves.urllib_robotparser",9
"Module tensorflow.python.estimator.inputs.queues.feeding_queue_runner",9
"Module tensorflow.python.estimator.export.export_output",9
"Module tensorflow.contrib.cluster_resolver.python.training.kubernetes_cluster_resolver",9
"Module tensorflow.contrib.ignite.__init__",9
"Module tensorflow.examples.adding_an_op.zero_out_op_1",9
"Module queues.feeding_functions",9
"Module tensorflow.contrib.keras.api.keras.applications.mobilenet.__init__",9
"Module tensorflow.python.ops.sdca_ops",9
"Module tensorflow.contrib.seq2seq.python.ops.beam_search_ops",9
"Module training.kubernetes_cluster_resolver",9
"Module tensorflow.contrib.kinesis.__init__",9
"Module tensorflow.contrib.estimator.python.estimator.replicate_model_fn",9
"Module tensorflow.python.estimator.inputs.queues.feeding_functions",9
"Module tensorflow.contrib.keras.api.keras.applications.vgg16.__init__",9
"Module tensorflow.python.estimator.canned.parsing_utils",9
"Module tensorflow.contrib.timeseries.python.timeseries.__init__",9
"Module tensorflow.python.estimator.estimator_lib",9
"Module tensorflow.contrib.keras.api.keras.preprocessing.sequence.__init__",9
"Module tensorflow.contrib.keras.api.keras.applications.resnet50.__init__",9
"Module tensorflow.python.autograph.utils.__init__",9
"Module tensorflow.contrib.libsvm.__init__",9
"Module ops.beam_search_ops",9
"Module tensorflow.contrib.gan.python.losses.__init__",9
"Module tensorflow.contrib.stateless.__init__",9
"Module tensorflow.python.estimator.canned.dnn_linear_combined",9
"Module tensorflow.contrib.learn.python.learn.monitored_session",9
"Module losses.__init__",9
"Module training.gce_cluster_resolver",9
"Module tensorflow.contrib.cluster_resolver.python.training.gce_cluster_resolver",9
"Module tensorflow.python.estimator.canned.boosted_trees_utils",9
"Module tensorflow.contrib.keras.api.keras.applications.vgg19.__init__",9
"Module tensorflow.contrib.keras.api.keras.applications.inception_v3.__init__",9
"Module tensorflow.python.estimator.canned.dnn_testing_utils",9
"Module tensorflow.examples.adding_an_op.zero_out_op_3",9
"Module tensorflow.contrib.tfprof.__init__",9
"Module tensorflow.tools.common.test_module1",9
"Module tensorflow.contrib.recurrent.python.recurrent_api",9
"Module tensorflow.contrib.estimator.python.estimator.boosted_trees",9
"Module tensorflow.contrib.saved_model.__init__",9
"Module tensorflow.contrib.cluster_resolver.python.training.slurm_cluster_resolver",9
"Module tensorflow.python.estimator.canned.boosted_trees",9
"Module tensorflow.contrib.estimator.python.estimator.saved_model_estimator",9
"Module training.slurm_cluster_resolver",9
"Module tensorflow.contrib.keras.api.keras.preprocessing.text.__init__",9
"Module tensorflow.contrib.estimator.python.estimator.dnn_with_layer_annotations",9
"Module multiprocessing.__init__",9
"Module training.tpu_cluster_resolver",9
"Module tensorflow.python.estimator.canned.linear_testing_utils",9
"Module tensorflow.examples.adding_an_op.cuda_op",9
"Module tensorflow.contrib.keras.api.keras.applications.xception.__init__",9
"Module tensorflow.contrib.estimator.python.estimator.early_stopping",9
"Module features.python.spectral_normalization",8
"Module tensorflow.python.tpu.api",8
"Module tensorflow.contrib.keras.api.keras.wrappers.scikit_learn.__init__",8
"Module tensorflow.python.tpu.profiler.__init__",8
"Module tensorflow.contrib.gan.python.estimator.python.stargan_estimator",8
"Module estimator.python.stargan_estimator",8
"Module eval.python.eval_utils",8
"Module tensorflow.contrib.gan.python.eval.python.eval_utils",8
"Module tensorflow.contrib.rpc.python.ops.rpc_op",8
"Module tensorflow.contrib.kernel_methods.__init__",8
"Module tensorflow.contrib.gan.python.estimator.python.latent_gan_estimator",8
"Module estimator.python.latent_gan_estimator",8
"Module tensorflow.contrib.gan.python.eval.python.summaries",8
"Module eval.python.summaries",8
"Module tensorflow.contrib.gan.python.estimator.python.head",8
"Module tensorflow.contrib.gan.python.losses.python.tuple_losses",8
"Module parallel_for.__init__",8
"Module tensorflow.python.ops.parallel_for.__init__",8
"Module tensorflow.contrib.predictor.__init__",8
"Module tensorflow.python.framework.graph_util",8
"Module tensorflow.contrib.linear_optimizer.__init__",8
"Module losses.python.tuple_losses",8
"Module tensorflow.contrib.keras.api.keras.datasets.reuters.__init__",8
"Module tensorflow.contrib.tensor_forest.python.ops.tensor_forest_ops",8
"Module estimator.python.head",8
"Module features.python.virtual_batchnorm",8
"Module tensorflow.contrib.gan.python.features.python.virtual_batchnorm",8
"Module tensorflow.contrib.learn.python.learn.utils.__init__",8
"Module tensorflow.contrib.gan.python.estimator.python.gan_estimator",8
"Module eval.python.sliced_wasserstein",8
"Module tensorflow.tools.common.test_module2",8
"Module tensorflow.contrib.gan.python.eval.python.sliced_wasserstein",8
"Module estimator.python.gan_estimator",8
"Module tensorflow.contrib.receptive_field.receptive_field_api",8
"Module tensorflow.contrib.tfprof.tfprof_logger",8
"Module tensorflow.contrib.keras.api.keras.datasets.imdb.__init__",8
"Module features.python.random_tensor_pool",8
"Module tensorflow.contrib.gan.python.features.python.random_tensor_pool",8
"Module tensorflow.contrib.learn.python.learn.session_run_hook",8
"Module email.mime.nonmultipart",8
"Module tensorflow.contrib.specs.python.__init__",8
"Module features.python.clip_weights",8
"Module tensorflow.contrib.gan.python.estimator.python.tpu_gan_estimator",8
"Module estimator.python.tpu_gan_estimator",8
"Module tensorflow.contrib.metrics.python.ops.set_ops",8
"Module tensorflow.contrib.eager.python.metrics",8
"Module tensorflow.contrib.tensor_forest.python.__init__",8
"Module tensorflow.contrib.gan.python.eval.python.classifier_metrics",8
"Module tensorflow.contrib.memory_stats.__init__",8
"Module features.python.conditioning_utils",8
"Module tensorflow.contrib.gan.python.features.python.conditioning_utils",8
"Module eval.python.classifier_metrics",8
"Module tensorflow.python.client.client_lib",8
"Module tensorflow.contrib.gan.python.features.python.clip_weights",8
"Module tensorflow.contrib.gan.python.features.python.spectral_normalization",8
"Module tensorflow.contrib.keras.api.keras.datasets.cifar100.__init__",7
"Module tensorflow.python.estimator.canned.metric_keys",7
"Module tensorflow.python.estimator.util",7
"Module tensorflow.contrib.keras.api.keras.wrappers.__init__",7
"Module tensorflow.python.estimator.canned.head",7
"Module tensorflow.contrib.hooks.__init__",7
"Module tensorflow.contrib.estimator.python.estimator.export",7
"Module tensorflow.contrib.hadoop.python.ops.hadoop_op_loader",7
"Module tensorflow.contrib.quantization.python.nn_ops",7
"Module tensorflow.contrib.proto.__init__",7
"Module tensorflow.contrib.estimator.python.estimator.hooks",7
