"m","n"
"Module tensorflow.core.runtime_fallback.test.saved_model.gen_saved_model_v1",44
"Module tensorflow.core.tfrt.saved_model.tests.gen_while_v1",44
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_definitions_py3_test",44
"Module tensorflow.python.autograph.pyct.anno_test",44
"Module tensorflow.python.data.ops.range_op",44
"Module tensorflow.python.ops.factory_ops_test",44
"Module tensorflow.lite.testing.op_tests.tensor_list_dynamic_shape",43
"Module tensorflow.python.dlpack.dlpack",43
"Module tensorflow.python.eager.polymorphic_function.collection_test",43
"Module tensorflow.python.autograph.utils.misc_test",43
"Module tensorflow.python.util.serialization",43
"Module tensorflow.lite.testing.op_tests.less",43
"Module tensorflow.python.ops.signal.util_ops",43
"Module signal.util_ops",43
"Module tensorflow.python.saved_model.path_helpers",43
"Module tensorflow.lite.testing.op_tests.l2norm",43
"Module nturl2path",43
"Module tensorflow.lite.testing.op_tests.equal",43
"Module tensorflow.security.fuzzing.sparseCountSparseOutput_fuzz",43
"Module tensorflow.python.ops.distributions.identity_bijector",43
"Module distributions.identity_bijector",43
"Module tensorflow.lite.examples.experimental_new_converter.stack_trace_example",43
"Module tensorflow.python.saved_model.tracing_utils",43
"Module tensorflow.lite.testing.op_tests.greater_equal",43
"Module tensorflow.lite.testing.op_tests.greater",43
"Module tensorflow.python.checkpoint.checkpoint_context",43
"Module tensorflow.python.eager.pywrap_tensor_test",43
"Module sqlite3.dbapi2",43
"Module tensorflow.python.compiler.xla.pjrt_compile_virtual_device_test",42
"Module email.encoders",42
"Module tensorflow.python.eager.context_cross_platform_tpu_test",42
"Module tensorflow.tools.compatibility.module_deprecations_v2",42
"Module io",42
"Module tensorflow.python.checkpoint.tensor_callable_test",42
"Module tensorflow.cc.saved_model.testdata.generate_chunked_models",42
"Module tensorflow.python.kernel_tests.logging_ops_logging_level_test",42
"Module tensorflow.lite.experimental.acceleration.mini_benchmark.metrics.mobilenet",42
"Module ctypes._endian",42
"Module tensorflow.lite.testing.op_tests.identity",42
"Module tensorflow.python.training.basic_loops",42
"Module tensorflow.python.distribute.multi_worker_test_base_test",42
"Module tensorflow.python.distribute.coordinator.watchdog",41
"Module tensorflow.lite.testing.op_tests.tensor_list_set_item",41
"Module tensorflow.python.compiler.tensorrt.test.topk_test",41
"Module tensorflow.python.autograph.utils.type_registry",41
"Module tensorflow.lite.python.convert_file_to_c_source",41
"Module tensorflow.python.ops.weak_tensor_array_ops_test",41
"Module tensorflow.lite.testing.op_tests.irfft2d",41
"Module tensorflow.lite.testing.op_tests.unfused_gru",41
"Module tensorflow.lite.testing.op_tests.exp",41
"Module tensorflow.python.autograph.tests.call_to_print_function_test",41
"Module tensorflow.python.compiler.tensorrt.test.vgg_block_test",41
"Module tensorflow.python.saved_model.proto_splitter_save_test",41
"Module tensorflow.python.autograph.core.config",41
"Module tensorflow.python.ops.map_ops",41
"Module tensorflow.core.tfrt.saved_model.tests.gen_resource_gather_v1",41
"Module tensorflow.python.compiler.tensorrt.test.lru_cache_test",41
"Module tensorflow.lite.testing.op_tests.constant",41
"Module tensorflow.compiler.tests.reverse_ops_test",40
"Module tensorflow.python.debug.cli.ui_factory",40
"Module tensorflow.python.tools.api.generator2.shared.exported_api_test",40
"Module tensorflow.python.ops.ragged.ragged_autograph",40
"Module ragged.ragged_autograph",40
"Module tensorflow.python.data.util.convert",40
"Module tensorflow.lite.testing.op_tests.max_pool_with_argmax",40
"Module tensorflow.compiler.tests.searchsorted_op_test",40
"Module tests.searchsorted_op_test",40
"Module numpy_ops.np_config",40
"Module tensorflow.python.ops.numpy_ops.np_config",40
"Module tensorflow.python.tools.print_selective_registration_header",40
"Module tensorflow.compiler.tests.runtime_shape_check_test",40
"Module tests.runtime_shape_check_test",40
"Module tensorflow.core.tfrt.saved_model.tests.gen_variable_on_tpu",40
"Module tests.reverse_ops_test",40
"Module tensorflow.core.tfrt.saved_model.tests.gen_matmul_gpu",40
"Module tensorflow.python.distribute.remote_mirrored_strategy_eager_test",40
"Module tensorflow.python.data.ops.random_op",40
"Module tensorflow.python.ops.ragged.ragged_batch_gather_ops",39
"Module tensorflow.dtensor.python.tests.test_backend_util",39
"Module tests.manip_ops_test",39
"Module tensorflow.compiler.mlir.quantization.tensorflow.python.pywrap_quantize_model_test",39
"Module python.tests.test_backend_util",39
"Module tensorflow.python.ops.ragged.ragged_segment_ids_to_row_splits_op_test",39
"Module tensorflow.python.profiler.integration_test.mnist_testing_utils",39
"Module tensorflow.python.data.benchmarks.list_files_benchmark",39
"Module tensorflow.python.layers.layers",39
"Module tensorflow.python.data.experimental.benchmarks.matching_files_benchmark",39
"Module tensorflow.python.kernel_tests.math_ops.division_past_test",39
"Module ragged.ragged_batch_gather_ops",39
"Module urllib.error",39
"Module ragged.ragged_segment_ids_to_row_splits_op_test",39
"Module tensorflow.python.data.experimental.benchmarks.rejection_resample_benchmark",39
"Module tensorflow.compiler.tests.manip_ops_test",39
"Module tensorflow.lite.testing.op_tests.eye",39
"Module tensorflow.python.training.server_lib_same_variables_clear_container_test",39
"Module tensorflow.python.data.experimental.kernel_tests.wrap_unwrap_test",39
"Module tensorflow.python.tpu.profiler.pip_package.setup",39
"Module tensorflow.python.grappler.model_analyzer_test",39
"Module tensorflow.python.data.experimental.kernel_tests.model_dataset_test",38
"Module tensorflow.lite.testing.op_tests.broadcast_args",38
"Module tensorflow.python.tools.api.generator2.docstrings",38
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.multi_arguments_results_v1",38
"Module tkinter.dialog",38
"Module tensorflow.python.compiler.tensorrt.test.neighboring_engine_test",38
"Module tensorflow.python.keras.utils.io_utils",38
"Module tensorflow.python.kernel_tests.array_ops.identity_n_op_py_test",38
"Module tensorflow.python.distribute.checkpointing_test",38
"Module tensorflow.core.tfrt.saved_model.tests.gen_pow",38
"Module tensorflow.tools.api.tests.module_test",38
"Module tensorflow.python.autograph.pyct.cache_test",38
"Module tensorflow.python.kernel_tests.math_ops.division_future_test",38
"Module tensorflow.lite.testing.op_tests.depth_to_space",38
"Module concurrent.futures.__init__",38
"Module tensorflow.examples.custom_ops_doc.sleep.sleep_op",38
"Module tensorflow.python.data.experimental.benchmarks.unbatch_benchmark",38
"Module tensorflow.lite.tools.optimize.sparsity.format_converter_wrapper_pybind11_test",38
"Module tensorflow.python.data.ops.filter_op",38
"Module tensorflow.lite.testing.op_tests.not_equal",38
"Module tensorflow.python.data.ops.zip_op",38
"Module tensorflow.core.tfrt.saved_model.tests.gen_saved_model_v2",37
"Module tensorflow.python.kernel_tests.summary_ops.summary_v1_audio_op_test",37
"Module tensorflow.python.debug.cli.cli_test_utils",37
"Module tensorflow.python.distribute.shared_variable_creator_test",37
"Module tensorflow.python.compiler.xla.tests.pjrt_autoclustering_test",37
"Module tensorflow.compiler.tests.image_ops_jit_compile_test",37
"Module tensorflow.python.ops.linalg.property_hint_util",37
"Script compat_template_v1.__init__.py",37
"Module tensorflow.python.util.lazy_loader_test",37
"Module linalg.property_hint_util",37
"Module tests.image_ops_jit_compile_test",37
"Module tensorflow.lite.testing.op_tests.tensor_list_resize",37
"Module tensorflow.lite.testing.op_tests.unique",37
"Module tensorflow.python.autograph.converters.logical_expressions_test",37
"Module tensorflow.lite.testing.op_tests.global_batch_norm",37
"Module tensorflow.lite.testing.op_tests.is_finite",36
"Module tensorflow.python.compiler.tensorrt.test.const_broadcast_test",36
"Module tensorflow.python.util.fast_module_type_test",36
"Module tensorflow.python.data.ops.unbatch_op",36
"Module tensorflow.python.compiler.tensorrt.test.data_dependent_shape_test",36
"Module tensorflow.python.framework.framework_lib",36
"Module tensorflow.python.distribute.coordinator.watchdog_test",36
"Module tensorflow.python.platform.stacktrace_handler_test",36
"Module tensorflow.python.saved_model.tracing_utils_test",36
"Module tensorflow.python.kernel_tests.strings_ops.string_length_op_test",36
"Module tensorflow.python.kernel_tests.array_ops.denormal_test",36
"Module tensorflow.python.eager.memory_tests.memory_test_util",36
"Module tensorflow.python.platform.self_check",36
"Module tensorflow.lite.tools.visualize_test",36
"Module tensorflow.python.framework.summary_test_util",36
"Module tensorflow.tools.common.traverse_test",36
"Module tensorflow.python.data.experimental.ops.enumerate_ops",35
"Module tensorflow.python.kernel_tests.array_ops.identity_op_py_test",35
"Module tensorflow.lite.testing.op_tests.embedding_lookup",35
"Module tensorflow.python.data.ops.concatenate_op",35
"Module tensorflow.lite.testing.op_tests.cond",35
"Module email.mime.image",35
"Module tensorflow.python.data.ops.sparse_batch_op",35
"Module tensorflow.core.tfrt.saved_model.tests.gen_error_v1",35
"Module tensorflow.python.ops.numpy_ops.np_dtypes_test",35
"Module numpy_ops.np_dtypes_test",35
"Module tensorflow.python.eager.polymorphic_function.autograph_util",35
"Module tensorflow.lite.testing.op_tests.space_to_depth",35
"Module tensorflow.python.debug.lib.common_test",35
"Module tensorflow.tools.common.public_api_test",35
"Module tensorflow.compiler.mlir.quantization.common.python.testing_test",35
"Module tensorflow.lite.testing.op_tests.softmax",35
"Module tensorflow.python.saved_model.save_context",35
"Module tensorflow.python.autograph.utils.tensors_test",35
"Module tensorflow.python.autograph.operators.slices_test",34
"Module tensorflow.python.summary.writer.writer_cache",34
"Module tensorflow.python.framework.experimental.def_function",34
"Module tensorflow.tools.compatibility.tf_upgrade_v2_safety",34
"Module tensorflow.python.data.kernel_tests.len_test",34
"Module tensorflow.lite.testing.op_tests.static_hashtable",34
"Module tensorflow.lite.testing.op_tests.stft",34
"Module tensorflow.python.keras.distribute.distributed_training_utils",34
"Module tensorflow.python.eager.custom_device_test",34
"Module third_party.xla.xla.service.algebraic_simplifier_proof_distributive_property",34
"Module tensorflow.lite.testing.op_tests.control_dep",34
"Module tensorflow.lite.python.metrics.metrics_portable",34
"Module tensorflow.python.data.util.random_seed",34
"Module tensorflow.lite.testing.op_tests.segment_sum",34
"Module tensorflow.python.data.experimental.kernel_tests.non_serializable_test",34
"Module tensorflow.examples.speech_commands.label_wav_test",34
"Module tensorflow.python.autograph.utils.misc",34
"Module tensorflow.python.kernel_tests.control_flow.control_flow_util_v2_test",34
"Module tensorflow.python.autograph.operators.conditional_expressions_test",34
"Module tensorflow.python.distribute.merge_call_interim",34
"Module tensorflow.python.data.ops.from_tensor_slices_op",34
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.hash_table_asset_v1",34
"Module tensorflow.python.tpu.client.pip_package.setup",33
"Module model_utils.mode_keys_test",33
"Module tensorflow.examples.custom_ops_doc.sleep.sleep_test",33
"Module tensorflow.python.saved_model.model_utils.mode_keys_test",33
"Module tensorflow.python.framework.random_seed_test",33
"Module tensorflow.python.data.experimental.ops.error_ops",33
"Module tensorflow.python.profiler.internal.print_model_analysis_test",33
"Module tensorflow.security.fuzzing.py.annotation_types",33
"Module tensorflow.python.distribute.load_context",33
"Module tensorflow.lite.testing.op_tests.shape",33
"Module tensorflow.compiler.mlir.tfr.examples.customization.ops_defs",33
"Module tensorflow.python.autograph.core.function_wrappers_test",33
"Module tensorflow.python.autograph.pyct.gast_util",33
"Module third_party.xla.xla.service.generate_test_hlo_checks_test",33
"Module tensorflow.python.util.keras_deps",33
"Module tensorflow.lite.testing.op_tests.complex_abs",32
"Module tensorflow.lite.testing.op_tests.split",32
"Module tensorflow.python.compiler.tensorrt.test.cast_test",32
"Module email.mime.multipart",32
"Module tensorflow.lite.testing.op_tests.matrix_set_diag",32
"Module tensorflow.lite.testing.op_tests.unpack",32
"Module tensorflow.compiler.tests.self_adjoint_eig_op_test",32
"Module tests.self_adjoint_eig_op_test",32
"Module tensorflow.python.distribute.coordinator.fault_tolerance_coordination_service_test",32
"Module tensorflow.compiler.mlir.lite.tests.debuginfo.saved_model_error",32
"Module tensorflow.python.kernel_tests.v1_compat_tests.dense_update_ops_test",32
"Module tensorflow.python.autograph.pyct.pretty_printer_test",32
"Module tensorflow.python.ops.ragged.ragged_eager_test",32
"Module ragged.ragged_eager_test",32
"Module tensorflow.python.util.lock_util_test",32
"Module tensorflow.python.data.ops.take_while_op",32
"Module tensorflow.python.ops.rnn_grad",32
"Module tensorflow.python.data.experimental.ops.compression_ops",32
"Module tensorflow.lite.testing.op_tests.reverse_v2",32
"Module tensorflow.lite.testing.op_tests.tensor_list_get_item",32
"Module tensorflow.python.compiler.tensorrt.test.testdata.gen_tf_readvariableop_model",32
"Module tensorflow.core.tfrt.saved_model.tests.gen_data",32
"Module tensorflow.python.data.ops.choose_from_datasets_op",31
"Module tensorflow.python.data.experimental.ops.resampling",31
"Module tests.reshape_op_test",31
"Module tensorflow.compiler.tests.reshape_op_test",31
"Module tensorflow.lite.testing.op_tests.atan2",31
"Module tensorflow.compiler.tests.cast_ops_test",31
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.structured_output",31
"Module tensorflow.python.profiler.profiler_client_test",31
"Module tensorflow.python.keras.saving.saved_model.load_context",31
"Module tensorflow.lite.testing.op_tests.local_response_norm",31
"Module tensorflow.core.tfrt.saved_model.tests.gen_pow_v2",31
"Module tensorflow.python.summary.summary_iterator_test",31
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_fndefs_test",31
"Module tensorflow.python.data.ops.flat_map_op",31
"Module tensorflow.lite.testing.op_tests.rfft2d",31
"Module tensorflow.python.eager.cancellation",31
"Module tests.cast_ops_test",31
"Module tensorflow.lite.testing.op_tests.reciprocal",31
"Module tensorflow.python.keras.saving.saved_model.model_serialization",31
"Module tensorflow.lite.testing.op_tests.tensor_list_concat",31
"Module tensorflow.python.data.experimental.kernel_tests.optimization.shuffle_and_repeat_fusion_test",31
"Module tensorflow.lite.testing.op_tests.squeeze_transpose",31
"Module tensorflow.lite.testing.op_tests.sigmoid_grad",31
"Module tensorflow.python.kernel_tests.garbage_collection_test",31
"Module tensorflow.python.autograph.pyct.testing.basic_definitions",30
"Module tensorflow.python.training.saver_large_partitioned_variable_test",30
"Module tensorflow.compiler.mlir.tfr.define_op_template",30
"Module tensorflow.python.training.server_lib_same_variables_clear_test",30
"Module tensorflow.lite.testing.op_tests.tensor_list_length",30
"Module tensorflow.lite.testing.op_tests.cos",30
"Module tensorflow.python.profiler.internal.flops_registry_test",30
"Module tensorflow.python.eager.benchmarks.resnet50.resnet50_test_util",30
"Module tensorflow.python.autograph.utils.tensor_list",30
"Module tensorflow.python.framework.python_op_gen_annotation_test",30
"Module tensorflow.tools.proto_splitter.python.saved_model_test",30
"Module tensorflow.python.distribute.template_mirrored_strategy_test",30
"Module tensorflow.tools.docs.build_cc_api_headers",30
"Module third_party.xla.build_tools.lint.generate_compile_commands_test",30
"Module tensorflow.core.tfrt.tfrt_session.tfrt_session_python_test",30
"Module lint.generate_compile_commands_test",30
"Module tensorflow.python.kernel_tests.signal.mfcc_ops_test",30
"Module tensorflow.python.types.internal",30
"Module tensorflow.python.autograph.core.unsupported_features_checker",29
"Module tensorflow.compiler.tests.const_test",29
"Module tensorflow.python.data.ops.from_sparse_tensor_slices_op",29
"Module tensorflow.python.client.pywrap_tf_session",29
"Module tensorflow.lite.testing.op_tests.log_softmax",29
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.include_variables_in_init_v1",29
"Module tensorflow.python.framework.experimental.tape",29
"Module tensorflow.python.util.keyword_args",29
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.hash_table_v1",29
"Module tensorflow.tools.proto_splitter.python.test_util_test",29
"Module tkinter.scrolledtext",29
"Module tensorflow.lite.testing.op_tests.softplus",29
"Module tensorflow.python.keras.mixed_precision.loss_scale",29
"Module tensorflow.lite.testing.op_tests.gather_with_constant",29
"Module tensorflow.lite.testing.op_tests.range",29
"Module tensorflow.lite.python.test_util",29
"Module tests.const_test",29
"Module tensorflow.lite.experimental.acceleration.mini_benchmark.copy_associated_files",28
"Module tensorflow.lite.testing.op_tests.sigmoid",28
"Module tensorflow.python.data.ops.prefetch_op",28
"Module tensorflow.python.ops.structured.structured_tensor_dynamic",28
"Module structured.structured_tensor_dynamic",28
"Module tensorflow.python.training.saver_large_variable_test",28
"Script lit.cfg.py",28
"Module tensorflow.tools.graph_transforms.__init__",28
"Module tensorflow.lite.testing.op_tests.rfft",28
"Module tensorflow.python.autograph.core.config_lib",28
"Module tensorflow.security.fuzzing.dataFormatVecPermute_fuzz",28
"Module tensorflow.python.training.server_lib_multiple_containers_test",28
"Module tensorflow.compiler.mlir.tfr.python.composite",28
"Module tensorflow.python.autograph.tests.call_to_named_tuple_test",28
"Module tensorflow.lite.testing.op_tests.leaky_relu",28
"Module tensorflow.lite.testing.op_tests.cumsum",28
"Module tensorflow.python.autograph.operators.__init__",28
"Module tensorflow.python.eager.memory_tests.remote_memory_test",28
"Module tensorflow.python.data.experimental.ops.random_ops",28
"Module tensorflow.python.framework.registry_test",28
"Module tensorflow.lite.testing.op_tests.splitv",28
"Module tensorflow.python.kernel_tests.distributions.identity_bijector_test",28
"Module tensorflow.lite.tools.optimize.python.modify_model_interface",28
"Module tensorflow.python.util.type_annotations",28
"Module tensorflow.lite.experimental.acceleration.mini_benchmark.metrics.kl_divergence",27
"Module tensorflow.python.data.experimental.ops.scan_ops",27
"Module tensorflow.lite.testing.op_tests.real",27
"Module tensorflow.python.debug.lib.dumping_callback_test_lib",27
"Module tensorflow.python.profiler.profiler",27
"Module tensorflow.lite.testing.op_tests.expm1",27
"Module tensorflow.lite.testing.op_tests.l2norm_shared_epsilon",27
"Module tensorflow.python.tpu.tpu_function",27
"Module tensorflow.python.layers.convolutional",27
"Module tensorflow.python.ops.control_flow_v2_func_graphs",27
"Module tensorflow.python.kernel_tests.strings_ops.string_join_op_test",27
"Module numpy_ops.integration_test.benchmarks.tf_numpy_mlp",27
"Module tensorflow.python.ops.numpy_ops.integration_test.benchmarks.tf_numpy_mlp",27
"Module tty",27
"Module tensorflow.compiler.mlir.lite.tests.debuginfo.concrete_function_error",27
"Module tensorflow.python.autograph.pyct.naming",27
"Module tensorflow.python.autograph.converters.slices_test",27
"Module tensorflow.python.debug.lib.op_callbacks_common",27
"Module tensorflow.lite.testing.op_tests.elu",27
"Module tensorflow.lite.g3doc.tools.build_py_api_docs",27
"Module tensorflow.python.data.ops.cache_op",27
"Module tensorflow.lite.testing.op_tests.imag",27
"Module tensorflow.python.compiler.tensorrt.test.bool_test",27
"Module tensorflow.python.ops.numpy_ops.integration_test.benchmarks.numpy_mlp",26
"Module tensorflow.lite.testing.op_tests.tanh",26
"Module ragged.ragged_row_splits_to_segment_ids_op_test",26
"Module tensorflow.python.ops.signal.signal",26
"Module signal.signal",26
"Module tensorflow.python.training.quantize_training",26
"Module linalg.linalg",26
"Module tensorflow.python.ops.linalg.linalg",26
"Module tensorflow.python.ops.numpy_ops.np_arrays",26
"Script compat_template.__init__.py",26
"Module tensorflow.lite.testing.op_tests.matrix_diag",26
"Module tensorflow.python.framework.op_def_registry",26
"Module numpy_ops.np_arrays",26
"Module tensorflow.python.kernel_tests.strings_ops.string_strip_op_test",26
"Module _bootlocale",26
"Module tensorflow.examples.custom_ops_doc.multiplex_2.multiplex_2_op",26
"Module tests.xla_device_gpu_test",26
"Module tensorflow.examples.custom_ops_doc.multiplex_1.multiplex_1_op",26
"Module tensorflow.lite.testing.op_tests.placeholder_with_default",26
"Module numpy_ops.integration_test.benchmarks.numpy_mlp",26
"Module tensorflow.lite.testing.op_tests.relu6",26
"Module tensorflow.python.data.experimental.ops.sleep",26
"Module registration.__init__",26
"Module tensorflow.lite.testing.op_tests.relu",26
"Module tensorflow.python.saved_model.registration.__init__",26
"Module tensorflow.python.ops.ragged.ragged_row_splits_to_segment_ids_op_test",26
"Module tensorflow.compiler.tests.xla_device_gpu_test",26
"Module tensorflow.python.tools.module_util",26
"Module tensorflow.python.compiler.tensorrt.test.test_utils",26
"Module tensorflow.python.kernel_tests.image_ops.decode_png_op_test",26
"Module tensorflow.python.autograph.tests.basic_ifexp_test",26
"Module tensorflow.python.kernel_tests.sparse_ops.sparsemask_op_test",26
"Module tensorflow.security.fuzzing.immutableConst_fuzz",25
"Module tensorflow.lite.testing.op_tests.relu1",25
"Module tensorflow.python.ops.ragged.ragged_ops",25
"Module ragged.ragged_ops",25
"Module tensorflow.python.training.server_lib_same_variables_no_clear_test",25
"Module tensorflow.lite.testing.op_tests.zeros_like",25
"Module tensorflow.lite.testdata.src.intermediate_tensor_output",25
"Module tensorflow.python.kernel_tests.strings_ops.string_lower_op_test",25
"Module tensorflow.python.kernel_tests.strings_ops.string_upper_op_test",25
"Module tensorflow.compiler.mlir.lite.experimental.tac.tac",25
"Module tensorflow.python.autograph.pyct.static_analysis.annos",25
"Module tensorflow.compiler.mlir.tfr.python.test_utils",25
"Module email.mime.text",25
"Module tensorflow.python.framework.file_system_test",25
"Module tensorflow.compiler.tests.ensure_shape_op_test",25
"Module tests.ensure_shape_op_test",25
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.defun_export",25
"Module tensorflow.python.data.experimental.kernel_tests.variant_test",25
"Module tkinter.commondialog",25
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.multi_variables_v1",24
"Module tests.reverse_sequence_op_args_test",24
"Module tensorflow.python.autograph.operators.conditional_expressions",24
"Module tensorflow.lite.testing.op_tests.neg",24
"Module tensorflow.lite.testing.op_tests.ceil",24
"Module tkinter.colorchooser",24
"Module tensorflow.python.autograph.operators.variables_test",24
"Module tensorflow.lite.python.metrics.metrics_interface",24
"Module tensorflow.python.saved_model.tag_constants",24
"Module tensorflow.lite.testing.op_tests.sign",24
"Module tensorflow.python.autograph.utils.context_managers",24
"Module tensorflow.lite.testing.op_tests.resolve_constant_strided_slice",24
"Module tensorflow.lite.python.metrics.wrapper.metrics_wrapper_test",24
"Module tensorflow.lite.testing.op_tests.round",24
"Module tensorflow.compiler.tests.reverse_sequence_op_args_test",24
"Module tensorflow.python.eager.context_tpu_platform_test",24
"Module tensorflow.python.eager.polymorphic_function.polymorphic_function_xla_test",24
"Module tensorflow.python.framework.versions_test",24
"Module encodings.mbcs",24
"Module tensorflow.compiler.tests.unique_ops_test",24
"Module tensorflow.core.function.trace_type.util",24
"Module tests.unique_ops_test",24
"Module tensorflow.python.eager.graph_only_ops",24
"Module tensorflow.lite.testing.op_tests.floor",24
"Module tensorflow.python.data.benchmarks.range_benchmark",24
"Module tensorflow.examples.adding_an_op.zero_out_1_test",24
"Module trace_type.util",24
"Module tensorflow.python.data.experimental.ops.unique",24
"Module tensorflow.python.autograph.tests.generator_test",24
"Module tensorflow.python.eager.polymorphic_function.polymorphic_function_test_cpu_only",24
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.shared_variable_v1",24
"Module tensorflow.python.autograph.converters.conditional_expressions",24
"Module tensorflow.python.compiler.tensorrt.test.identity_output_test",23
"Module tensorflow.python.ops.array_ops_shape_test",23
"Module tensorflow.python.platform.sysconfig_test",23
"Module tensorflow.lite.python.metrics.metrics_portable_test",23
"Module tensorflow.tools.proto_splitter.python.saved_model",23
"Module tensorflow.python.ops.losses.util_test",23
"Module tests.xla_dump_to_sponge_test",23
"Module losses.util_test",23
"Module tensorflow.compiler.tests.xla_dump_to_sponge_test",23
"Module tests.xla_dump_to_test",23
"Module tensorflow.python.kernel_tests.math_ops.zero_division_test",23
"Module tensorflow.compiler.tests.xla_dump_to_test",23
"Module tensorflow.python.data.benchmarks.filter_benchmark",23
"Module tensorflow.python.autograph.__init__",23
"Module tensorflow.lite.testing.op_tests.rank",23
"Module tensorflow.python.framework.experimental.math_ops",23
"Module third_party.xla.third_party.tsl.third_party.implib_so.get_symbols",23
"Module third_party.tsl.third_party.implib_so.get_symbols",23
"Module tensorflow.python.eager.run_eager_op_as_function_xla_test",23
"Module third_party.implib_so.get_symbols",23
"Module third_party.xla.third_party.implib_so.get_symbols",23
"Module third_party.implib_so.get_symbols",23
"Module tensorflow.python.distribute.reduce_util",23
"Module third_party.implib_so.get_symbols",23
"Module tensorflow.python.grappler.arithmetic_optimizer_test",22
"Module tensorflow.python.distribute.distribute_config",22
"Module tensorflow.security.fuzzing.raggedCountSparseOutput_fuzz",22
"Module tensorflow.python.checkpoint.trackable_view_test",22
"Module tensorflow.lite.python.schema_util",22
"Module tensorflow.examples.adding_an_op.zero_out_2_test",22
"Module tensorflow.python.data.ops.shard_op",22
"Module ragged.ragged_size_op_test",22
"Module lib2to3.pygram",22
"Module tensorflow.python.checkpoint.tensor_callable",22
"Module tensorflow.python.framework.kernels",22
"Module tensorflow.python.ops.ragged.ragged_size_op_test",22
"Module tensorflow.compiler.tests.placeholder_test",22
"Module tensorflow.python.eager.gradient_input_output_exclusions_test",22
"Module tensorflow.python.client.device_lib",22
"Module tests.placeholder_test",22
"Module tensorflow.python.data.ops.repeat_op",22
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.basic_v1",21
"Module tensorflow.python.autograph.utils.context_managers_test",21
"Module tensorflow.python.framework.gpu_util",21
"Module tensorflow.python.kernel_tests.math_ops.cross_grad_test",21
"Module tensorflow.python.training.experimental.mixed_precision_global_state",21
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.basic_v1_no_variable_lifting",21
"Module tensorflow.python.keras.saving.saved_model.metric_serialization",21
"Module tensorflow.python.eager.context_cross_platform_gpu_test",21
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_and_batch_fusion_test",21
"Module tensorflow.python.data.ops.unique_op",21
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.import_restore_v1",21
"Module tensorflow.python.data.ops.from_tensors_op",21
"Module tensorflow.python.debug.__init__",21
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.remove_init_variable_v1",21
"Module tests.repeat_op_test",21
"Module tensorflow.examples.adding_an_op.zero_out_grad_2",21
"Module tensorflow.python.autograph.converters.conditional_expressions_test",21
"Module tensorflow.compiler.tests.repeat_op_test",21
"Module tensorflow.python.trackable.trackable_utils_test",21
"Module tensorflow.python.autograph.converters.asserts",21
"Module unittest.__init__",21
"Module tensorflow.python.framework.ops_enable_eager_test",20
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.keras",20
"Module tensorflow.python.eager.polymorphic_function.tf_method_target",20
"Module tensorflow.python.util.keyword_args_test",20
"Module tensorflow.python.kernel_tests.trace_op_test",20
"Module tensorflow.python.ops.unconnected_gradients",20
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.control_flow_upgrade_legacy_v1",20
"Script lit.cfg.py",20
"Module tests.mean_op_test",20
"Module tensorflow.compiler.mlir.stablehlo.stablehlo_test",20
"Module tensorflow.compiler.tests.mean_op_test",20
"Module tests.unstack_test",20
"Module tensorflow.compiler.tests.unstack_test",20
"Module config.flags_test",19
"Module tensorflow.python.compat.disable_v2_behavior_test",19
"Module tensorflow.python.ops.numpy_ops.tests.np_wrapper",19
"Module tensorflow.python.util.pywrap_xla_ops_test",19
"Module tensorflow.python.util.tf_contextlib",19
"Module tensorflow.python.data.experimental.ops.take_while_ops",19
"Module numpy_ops.tests.np_wrapper",19
"Module tensorflow.python.distribute.summary_op_util",19
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.no_input_shape_v1",19
"Module tensorflow.python.ops.lookup_grad",19
"Module tensorflow.python.platform.build_info_test",19
"Module tensorflow.python.keras.saving.saved_model.constants",19
"Module tensorflow.security.fuzzing.add_fuzz",19
"Module tensorflow.python.data.benchmarks.prefetch_benchmark",19
"Module tensorflow.compiler.tests.bincount_op_test",19
"Module tests.bincount_op_test",19
"Module tensorflow.tools.pip_package.redundant_tf_nightly_gpu.setup",19
"Module tensorflow.tools.pip_package.redundant_tensorflow_gpu.setup",19
"Module tensorflow.python.autograph.pyct.naming_test",19
"Module tensorflow.core.config.flags_test",19
