"m","n"
"Module tensorflow.python.ops.accumulate_n_benchmark",112
"Module tensorflow.python.keras.distribute.multi_worker_callback_tf2_test",112
"Module tensorflow.python.training.momentum",112
"Module tensorflow.python.autograph.pyct.parser_test",111
"Module tensorflow.tools.compatibility.tf_upgrade_test",111
"Module tensorflow.python.grappler.cost_analyzer_test",111
"Module tensorflow.tools.compatibility.ipynb",111
"Module linalg.sparse.conjugate_gradient",110
"Module tensorflow.lite.testing.op_tests.transpose_conv",110
"Module tensorflow.python.kernel_tests.dense_update_ops_no_tsan_test",110
"Module tensorflow.python.ops.linalg.sparse.conjugate_gradient",110
"Module tensorflow.python.ops.matmul_benchmark",110
"Module tensorflow.python.keras.distribute.keras_image_model_correctness_test",109
"Module tensorflow.compiler.tests.gather_nd_op_test",109
"Module tensorflow.python.kernel_tests.softplus_op_test",109
"Module tensorflow.compiler.tests.lstm",109
"Module tensorflow.python.grappler.cost_analyzer_tool",109
"Module tensorflow.tools.test.run_and_gather_logs",109
"Module tensorflow.python.keras.model_subclassing_test_util",109
"Module tensorflow.python.autograph.utils.ag_logging",109
"Module tensorflow.python.kernel_tests.signal.window_ops_test",108
"Module tensorflow.python.kernel_tests.bcast_ops_test",108
"Module tensorflow.python.keras.utils.tf_utils_test",108
"Module tensorflow.python.keras.layers.preprocessing.categorical_test",108
"Module html.__init__",108
"Module tensorflow.python.kernel_tests.linalg.linear_operator_toeplitz_test",108
"Module tensorflow.python.data.experimental.kernel_tests.tf_record_writer_test",108
"Module tensorflow.python.tpu.tpu_sharding_test",108
"Module tensorflow.compiler.tests.extract_image_patches_op_test",107
"Module tensorflow.python.training.saving.functional_saver_test",107
"Module tensorflow.python.debug.examples.v1.debug_tflearn_iris",107
"Module tensorflow.python.framework.errors_test",107
"Module tensorflow.python.distribute.cross_device_utils_test",106
"Module tensorflow.python.util.tf_should_use_test",106
"Module tensorflow.python.autograph.core.converter_test",106
"Module tensorflow.python.distribute.sharded_variable",106
"Module tensorflow.python.training.adadelta",106
"Module tensorflow.python.data.experimental.ops.stats_aggregator",106
"Module tensorflow.python.grappler.graph_placer_test",105
"Module tensorflow.tools.docs.tf_doctest",105
"Module tensorflow.python.tpu.tpu_infeed_test",105
"Module tensorflow.python.kernel_tests.base64_ops_test",105
"Module email.parser",105
"Module tensorflow.python.data.util.options",105
"Module tensorflow.examples.label_image.label_image",105
"Module tensorflow.python.ops.sparse_ops_test",105
"Module _compression",104
"Module tensorflow.python.summary.writer.fake_summary_writer",104
"Module tensorflow.python.training.training",104
"Module tensorflow.python.kernel_tests.listdiff_op_test",104
"Module tensorflow.python.ops.signal.window_ops",103
"Module tensorflow.python.distribute.sharded_variable_test",103
"Module tensorflow.python.autograph.converters.break_statements_test",103
"Module tensorflow.python.distribute.model_collection.simple_models",103
"Module tensorflow.python.keras.applications.resnet_v2",103
"Module tensorflow.python.framework.tensor_conversion_registry",103
"Module tensorflow.python.keras.distribute.keras_optimizer_v2_test",103
"Module tensorflow.tools.common.public_api",102
"Module tensorflow.compiler.tests.proximal_gradient_descent_test",102
"Module tensorflow.python.kernel_tests.extract_volume_patches_op_test",102
"Module tensorflow.python.feature_column.utils",102
"Module tensorflow.python.keras.metrics_functional_test",102
"Module tensorflow.python.training.adagrad",102
"Module tensorflow.python.debug.wrappers.dumping_wrapper",102
"Module tensorflow.examples.speech_commands.train_test",102
"Module tensorflow.python.kernel_tests.io_ops_test",101
"Module tensorflow.python.kernel_tests.random.util",101
"Module tensorflow.python.keras.applications.applications_test",101
"Module tensorflow.python.ops.sort_ops_test",101
"Module tensorflow.python.eager.device_placement_test",101
"Module tensorflow.python.keras.engine.correctness_test",101
"Module colorsys",101
"Module tensorflow.python.ops.dequantize_op_test",100
"Module fnmatch",100
"Module tensorflow.compiler.tests.function_test",100
"Module tensorflow.python.grappler.tf_optimizer_test",100
"Module tensorflow.python.summary.plugin_asset",100
"Module tensorflow.python.data.experimental.kernel_tests.ignore_errors_test",100
"Module tensorflow.compiler.tests.matrix_triangular_solve_op_test",100
"Module tensorflow.lite.testing.op_tests.conv_activation",99
"Module tensorflow.python.keras.datasets.reuters",99
"Module tensorflow.python.training.proximal_adagrad",99
"Module tensorflow.python.ops.ragged.segment_id_ops",98
"Module tensorflow.python.training.tensorboard_logging",98
"Module tensorflow.python.util.decorator_utils",98
"Module ragged.segment_id_ops",98
"Module tensorflow.python.debug.lib.grpc_tensorflow_server",98
"Module tensorflow.lite.testing.op_tests.pool",98
"Module tensorflow.python.ops.ragged.ragged_expand_dims_op_test",98
"Module ragged.ragged_expand_dims_op_test",98
"Module tensorflow.python.framework.traceable_stack",97
"Module tensorflow.python.debug.cli.cli_config_test",97
"Module tensorflow.python.keras.preprocessing.text_test",97
"Module tensorflow.tools.test.system_info_lib",97
"Module tensorflow.python.data.experimental.kernel_tests.rejection_resample_test",97
"Module tensorflow.compiler.tests.rmsprop_test",97
"Module encodings.__init__",97
"Module tensorflow.python.kernel_tests.distributions.kullback_leibler_test",97
"Module distutils.config",97
"Module tensorflow.compiler.tests.dense_layer_test",97
"Module tensorflow.python.util.lock_util",97
"Module tensorflow.python.autograph.converters.break_statements",97
"Module tensorflow.python.kernel_tests.bincount_op_test",96
"Module tensorflow.python.data.benchmarks.meta_benchmark",96
"Module tensorflow.compiler.tests.adadelta_test",96
"Module tensorflow.python.eager.memory_tests.memory_test",96
"Module tensorflow.examples.saved_model.integration_tests.saved_model_test",96
"Module tensorflow.python.autograph.converters.directives_test",96
"Module tensorflow.lite.testing.op_tests.depthwiseconv",96
"Module tensorflow.python.keras.layers.preprocessing.text_vectorization_v1",96
"Module tensorflow.python.autograph.operators.slices",96
"Module tensorflow.python.grappler.controller",96
"Module tensorflow.python.distribute.one_device_strategy_test",96
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_dense_mat_mul_grad_test",96
"Module tensorflow.examples.saved_model.integration_tests.use_mnist_cnn",96
"Module tensorflow.python.ops.ragged.ragged_functional_ops",95
"Module tensorflow.python.keras.layers.embeddings_test",95
"Module tensorflow.python.training.training_util_test",95
"Module tensorflow.python.kernel_tests.draw_bounding_box_op_test",95
"Module ragged.ragged_functional_ops",95
"Module tensorflow.python.tools.optimize_for_inference",95
"Module tensorflow.python.kernel_tests.argmax_op_test",95
"Module tensorflow.python.data.experimental.ops.writers",95
"Module tensorflow.python.tpu.profiler.profiler_analysis_pb2_grpc",95
"Module tensorflow.python.data.experimental.kernel_tests.serialization.map_dataset_serialization_test",95
"Module tensorflow.python.keras.mixed_precision.experimental.layer_correctness_test",95
"Module tensorflow.python.kernel_tests.candidate_sampler_ops_test",95
"Module experimental.layer_correctness_test",95
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_sparse_mat_mul_grad_test",95
"Module tensorflow.compiler.tests.stateless_random_ops_test",94
"Module tensorflow.python.autograph.pyct.anno",94
"Module tensorflow.python.data.experimental.kernel_tests.serialization.parallel_map_dataset_serialization_test",94
"Module tensorflow.python.kernel_tests.linalg.sparse.conjugate_gradient_test",94
"Module tensorflow.compiler.xla.python_api.types",94
"Module tensorflow.python.data.experimental.kernel_tests.get_single_element_test",93
"Module tensorflow.lite.experimental.microfrontend.python.ops.audio_microfrontend_op",93
"Module tensorflow.python.kernel_tests.linalg.linear_operator_inversion_test",93
"Module tensorflow.compiler.tests.lrn_ops_test",93
"Module tensorflow.examples.tutorials.mnist.mnist",93
"Module tensorflow.python.distribute.checkpoint_utils_test",93
"Module tensorflow.lite.testing.op_tests.pad",92
"Module codeop",92
"Module tensorflow.python.ops.numerics",92
"Module tensorflow.python.layers.utils_test",92
"Module tensorflow.lite.micro.examples.person_detection.utils.raw_to_bitmap_test",92
"Module tensorflow.python.framework.composite_tensor_utils",92
"Module tensorflow.python.util.tf_stack",92
"Module tensorflow.python.kernel_tests.sparse_reorder_op_test",92
"Module tensorflow.python.ops.split_benchmark",92
"Module tensorflow.lite.testing.generate_examples_report",92
"Module tensorflow.tools.compatibility.update.generate_v2_reorders_map",92
"Module tensorflow.python.data.experimental.kernel_tests.serialization.checkpoint_input_pipeline_hook_test",92
"Module tensorflow.python.keras.backend_config",92
"Module tensorflow.lite.micro.tools.make.transform_arduino_source",91
"Module tensorflow.python.data.experimental.kernel_tests.serialization.range_dataset_serialization_test",91
"Module tensorflow.python.util.module_wrapper_test",91
"Module tensorflow.python.autograph.pyct.pretty_printer",91
"Module tensorflow.python.kernel_tests.batch_gather_op_test",91
"Module genericpath",91
"Module tensorflow.python.keras.distribute.keras_rnn_model_correctness_test",91
"Module tensorflow.python.kernel_tests.extract_image_patches_op_test",91
"Module tensorflow.python.grappler.item_test",91
"Module tensorflow.lite.micro.examples.micro_speech.apollo3.compare_1k",91
"Module tensorflow.python.autograph.pyct.error_utils_test",91
"Module tensorflow.compiler.tests.adagrad_test",91
"Module tensorflow.python.data.experimental.benchmarks.csv_dataset_benchmark",90
"Module linalg.adjoint_registrations",90
"Module tensorflow.python.ops.linalg.adjoint_registrations",90
"Module tensorflow.python.compiler.xla.jit",90
"Module tensorflow.examples.speech_commands.models_test",90
"Module tensorflow.python.grappler.cluster",90
"Module tensorflow.python.kernel_tests.conv2d_backprop_filter_grad_test",90
"Module tensorflow.python.kernel_tests.dense_update_ops_test",90
"Module tensorflow.python.tools.saved_model_utils",90
"Module tensorflow.python.kernel_tests.regex_replace_op_test",89
"Module tensorflow.compiler.tests.data_format_ops_test",89
"Module tensorflow.python.keras.engine.control_flow_test",89
"Module tensorflow.python.keras.utils.kernelized_utils",89
"Module tensorflow.python.autograph.core.naming",89
"Module tensorflow.python.keras.engine.training_gpu_test",88
"Module tensorflow.python.profiler.profile_context_test",88
"Module tensorflow.python.framework.smart_cond",88
"Module tensorflow.python.kernel_tests.gradient_correctness_test",88
"Module tensorflow.python.compiler.tensorrt.test.biasadd_matmul_test",88
"Module tensorflow.python.autograph.lang.special_functions",88
"Module ragged.ragged_batch_gather_ops",88
"Module tensorflow.python.data.experimental.kernel_tests.take_while_test",88
"Module tensorflow.python.data.experimental.kernel_tests.dense_to_ragged_batch_test",88
"Module tensorflow.lite.testing.generate_examples",88
"Module tensorflow.python.ops.ragged.ragged_batch_gather_ops",88
"Module tensorflow.python.autograph.converters.function_scopes_test",87
"Module tensorflow.compiler.tests.sparse_to_dense_op_test",87
"Module tensorflow.python.data.experimental.kernel_tests.prefetch_with_slack_test",87
"Module tensorflow.python.platform.flags_test",87
"Module tensorflow.python.keras.utils.io_utils_test",87
"Module tensorflow.python.compiler.tensorrt.test.testdata.gen_tftrt_model",87
"Script api_template_v1.__init__.py",87
"Module tensorflow.python.kernel_tests.norm_op_test",86
"Module tensorflow.python.util.dispatch_test",86
"Module tensorflow.python.data.experimental.kernel_tests.override_threadpool_test",86
"Module tensorflow.python.autograph.converters.logical_expressions",86
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_grad_test",86
"Module tensorflow.python.saved_model.signature_constants",86
"Module tensorflow.tools.build_info.gen_build_info",86
"Module tensorflow.python.util.all_util",86
"Module tensorflow.python.debug.lib.session_debug_file_test",86
"Module tensorflow.python.util.function_utils",86
"Module tensorflow.python.data.experimental.benchmarks.snapshot_dataset_benchmark",86
"Module tensorflow.python.tools.strip_unused_lib",86
"Module tensorflow.compiler.tests.cholesky_op_test",86
"Module tensorflow.lite.micro.tools.make.generate_keil_project",85
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_and_filter_fusion_test",85
"Module tensorflow.python.kernel_tests.linalg.linear_operator_lower_triangular_test",85
"Module tensorflow.python.keras.saving.saved_model.layer_serialization",85
"Module curses.ascii",85
"Module tensorflow.python.data.experimental.kernel_tests.replicate_cluster_test",85
"Module tensorflow.python.data.experimental.ops.shuffle_ops",85
"Module tensorflow.python.profiler.tf_stats_proto_to_gviz_test",85
"Module tensorflow.python.kernel_tests.decode_raw_op_test",85
"Module tensorflow.python.keras.layers.rnn_cell_wrapper_v2",84
"Module tensorflow.python.kernel_tests.decode_image_op_test",84
"Module tensorflow.python.autograph.utils.tensor_list_test",84
"Module tensorflow.python.kernel_tests.batch_scatter_ops_test",84
"Module tensorflow.python.data.experimental.kernel_tests.optimization.hoist_random_uniform_test",84
"Module ragged.ragged_range_op_test",84
"Module tensorflow.tools.tensorflow_builder.compat_checker.compat_checker_test",84
"Module tensorflow.python.kernel_tests.bias_op_deterministic_test",84
"Module tensorflow.python.ops.ragged.ragged_range_op_test",84
"Module tensorflow.python.eager.benchmarks.resnet50.resnet50_graph_test",84
"Module tensorflow.compiler.tests.einsum_op_test",84
"Module tensorflow.python.autograph.utils.py_func",84
"Script tensorflow.tools.ci_build.copy_binary",83
"Module ragged.ragged_conversion_ops",83
"Module tensorflow.compiler.tests.stack_ops_test",83
"Module tensorflow.examples.speech_commands.freeze_test",83
"Module tensorflow.python.ops.batch_ops",83
"Module tensorflow.python.keras.distribute.keras_stateful_lstm_model_correctness_test",83
"Module tensorflow.python.autograph.converters.lists_test",83
"Module tensorflow.python.training.tracking.benchmarks_test",83
"Module tensorflow.python.kernel_tests.scalar_test",83
"Module ragged.ragged_squeeze_op",83
"Module tensorflow.python.ops.ragged.ragged_squeeze_op",83
"Module tensorflow.python.grappler.graph_placer",83
"Module tensorflow.lite.testing.op_tests.mirror_pad",83
"Module tensorflow.lite.python.lite_flex_test",83
"Module tensorflow.python.profiler.internal.model_analyzer_testlib",83
"Module tensorflow.python.compiler.tensorrt.test.quantization_test",83
"Module tensorflow.python.ops.ragged.ragged_conversion_ops",83
"Module tensorflow.python.ops.signal.mfcc_ops",82
"Module tensorflow.python.data.experimental.kernel_tests.serialization.sequence_dataset_serialization_test",82
"Module tensorflow.python.autograph.converters.function_scopes",82
"Module tensorflow.python.keras.utils.version_utils_test",82
"Module tensorflow.python.ops.cudnn_rnn_grad",82
"Module tensorflow.python.debug.cli.readline_ui",82
"Module tensorflow.lite.toco.logging.gen_html_test",82
"Module tensorflow.lite.python.optimize.calibrator",82
"Module tensorflow.python.data.experimental.ops.testing",82
"Module tensorflow.python.ops.standard_ops",82
"Module tensorflow.python.keras.layers.recurrent_v2_test",81
"Module tensorflow.python.kernel_tests.matrix_square_root_op_test",81
"Module tensorflow.python.keras.utils.losses_utils",81
"Module tensorflow.python.ops.resources",81
"Module tensorflow.python.platform.resource_loader",81
"Module tensorflow.python.compiler.tensorrt.test.reshape_transpose_test",81
"Module tensorflow.python.saved_model.constants",81
"Module tensorflow.python.compat.compat_test",81
"Module tensorflow.python.kernel_tests.summary_v1_ops_test",81
"Module tensorflow.python.debug.lib.debug_grappler_test",81
"Module tensorflow.python.framework.composite_tensor",81
"Module tensorflow.python.debug.lib.debug_service_pb2_grpc",81
"Module multiprocessing.dummy.__init__",80
"Module tensorflow.python.ops.linalg.inverse_registrations",80
"Module tensorflow.python.training.proximal_gradient_descent",80
"Module ragged.ragged_tensor_value",80
"Module tensorflow.python.ops.ragged.ragged_tensor_value",80
"Module linalg.inverse_registrations",80
"Module tensorflow.lite.testing.op_tests.conv",79
"Module parallel_for.xla_control_flow_ops_test",79
"Module tensorflow.python.keras.ops",79
"Module tensorflow.python.kernel_tests.aggregate_ops_test",79
"Module tensorflow.python.ops.parallel_for.xla_control_flow_ops_test",79
"Module tensorflow.tools.compatibility.testdata.test_file_v1_12",79
"Module six.moves.urllib_request",79
"Module tensorflow.python.training.localhost_cluster_performance_test",79
"Module tensorflow.lite.tutorials.dataset",79
"Module bisect",78
"Module tensorflow.python.saved_model.revived_types_test",78
"Module tensorflow.python.keras.constraints_test",78
"Module _sitebuiltins",78
"Module tensorflow.python.distribute.device_util",78
"Module tensorflow.python.ops.quantized_ops_test",78
"Module tensorflow.python.training.tensorboard_logging_test",78
"Module tensorflow.compiler.tests.conv_node_name_test",78
"Module tensorflow.python.ops.control_flow_ops_benchmark",78
"Module tensorflow.python.compiler.tensorrt.test.dynamic_input_shapes_test",78
"Module tensorflow.python.data.experimental.kernel_tests.dense_to_sparse_batch_test",78
"Module tensorflow.python.data.experimental.kernel_tests.serialization.flat_map_dataset_serialization_test",78
"Module tensorflow.python.keras.layers.preprocessing.categorical",77
"Module tensorflow.python.framework.versions",77
"Module tensorflow.python.data.experimental.benchmarks.unbatch_benchmark",77
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_parallelization_test",77
"Module tensorflow.python.kernel_tests.signal.test_util",77
"Module tensorflow.python.ops.ragged.ragged_util",77
"Module ragged.ragged_util",77
"Module tensorflow.python.data.experimental.ops.stats_ops",77
"Module tensorflow.python.kernel_tests.linalg.linear_operator_permutation_test",76
"Module tensorflow.python.compat.v2_compat",76
"Module tensorflow.python.keras.engine.partial_batch_padding_handler",76
"Script virtual_root_template_v1.__init__.py",76
"Module tensorflow.python.autograph.lang.special_functions_test",76
"Module tensorflow.lite.testing.op_tests.unidirectional_sequence_lstm",76
"Module tensorflow.python.data.experimental.kernel_tests.optimization.inject_prefetch_test",76
"Module tensorflow.python.debug.lib.profiling",76
"Module tensorflow.python.data.util.options_test",75
"Module __future__",75
"Module tensorflow.lite.testing.op_tests.lstm",75
"Module tensorflow.python.data.util.traverse_test",75
"Module tensorflow.python.data.experimental.kernel_tests.serialization.tf_record_dataset_serialization_test",75
"Module tensorflow.python.ops.signal.reconstruction_ops",75
"Module _threading_local",75
"Module tensorflow.python.kernel_tests.linalg.linear_operator_householder_test",75
"Module tensorflow.python.keras.utils.kernelized_utils_test",75
"Module tensorflow.python.distribute.keras_metrics_test",75
"Module tensorflow.python.data.kernel_tests.options_test",75
"Module tensorflow.lite.testing.op_tests.space_to_batch_nd",74
"Module tensorflow.python.autograph.core.function_wrappers",74
"Module tensorflow.python.distribute.step_fn",74
"Module tensorflow.python.data.experimental.kernel_tests.serialization.serialization_integration_test",74
"Module tensorflow.python.data.kernel_tests.zip_test",74
"Module tensorflow.python.kernel_tests.summary_v1_image_op_test",74
"Script api_template.__init__.py",74
"Module tensorflow.python.framework.traceable_stack_test",74
"Module tensorflow.examples.speech_commands.label_wav_dir",73
"Module tensorflow.python.data.experimental.kernel_tests.optimization.choose_fastest_dataset_test",73
"Module tensorflow.python.debug.examples.v1.debug_keras",73
"Module tensorflow.lite.testing.op_tests.unidirectional_sequence_rnn",73
"Module tkinter.constants",73
"Module tensorflow.python.compiler.tensorrt.test.unary_test",73
"Module tensorflow.python.eager.monitoring_test",73
"Module tensorflow.python.keras.layers.serialization",73
"Module tensorflow.python.distribute.single_loss_example",73
"Module tensorflow.python.training.saving.saveable_object",73
"Module tensorflow.python.util.decorator_utils_test",73
"Module tensorflow.python.data.benchmarks.from_tensor_slices_benchmark",73
"Module tensorflow.python.kernel_tests.string_to_number_op_test",73
"Module tensorflow.python.training.tracking.base_test",73
"Module tensorflow.python.keras.layers.advanced_activations_test",72
"Module ragged.ragged_from_sparse_op_test",72
"Module tensorflow.python.ops.ragged.ragged_from_sparse_op_test",72
"Module tensorflow.python.kernel_tests.extract_volume_patches_grad_test",72
"Module tkinter.messagebox",72
"Module tensorflow.python.saved_model.simple_save",72
"Module tensorflow.python.platform.flags",72
"Module tensorflow.python.feature_column.dense_features_v2",72
"Module tensorflow.python.distribute.input_ops",72
"Module tensorflow.lite.tools.accuracy.ilsvrc.generate_validation_labels",72
"Script virtual_root_template_v2.__init__.py",72
"Module tensorflow.python.kernel_tests.cumulative_logsumexp_test",72
"Module tensorflow.python.compiler.tensorrt.test.combined_nms_test",72
"Module tensorflow.python.data.experimental.benchmarks.matching_files_benchmark",72
"Module tensorflow.compiler.xla.python.tpu_driver.client.tpu_client",72
"Module tensorflow.python.eager.function_defun_collection_test",72
"Module python.tpu_driver.client.tpu_client",72
"Module tensorflow.python.compiler.xla.experimental_compile_test",71
"Script lib2to3.pgen2.token",71
"Module tensorflow.python.autograph.operators.symbols",71
"Module tensorflow.python.framework.composite_tensor_utils_test",71
"Module tensorflow.python.saved_model.model_utils.mode_keys",71
"Module tensorflow.compiler.tests.quantized_ops_test",71
"Module tensorflow.python.data.benchmarks.list_files_benchmark",71
"Module data_load",71
"Module tensorflow.lite.micro.examples.magic_wand.train.data_load",71
"Module model_utils.mode_keys",71
"Module tensorflow.python.debug.examples.v1.debug_fibonacci",71
"Module tensorflow.lite.testing.op_tests.squeeze",70
"Module tensorflow.examples.speech_commands.label_wav",70
"Module tensorflow.lite.testing.op_tests.batch_to_space_nd",70
"Module tensorflow.lite.testing.op_tests.transpose",70
"Module tensorflow.compiler.tests.argminmax_test",70
"Module tensorflow.python.data.experimental.kernel_tests.serialization.stats_dataset_serialization_test",70
"Module tensorflow.python.util.example_parser_configuration_test",70
"Module tensorflow.python.framework.common_shapes",70
"Module tensorflow.python.keras.preprocessing.sequence",70
"Script keyword",70
"Module tensorflow.python.debug.wrappers.disk_usage_test",69
"Module tensorflow.python.kernel_tests.regex_full_match_op_test",69
"Module tensorflow.python.data.experimental.kernel_tests.serialization.map_and_batch_dataset_serialization_test",69
"Module tensorflow.python.training.tracking.python_state",69
"Module tensorflow.python.data.experimental.kernel_tests.sql_dataset_test_base",69
"Module tensorflow.compiler.tests.reduce_window_test",69
"Module tensorflow.python.autograph.lang.directives",69
"Module tensorflow.python.ops.control_flow_v2_toggles",68
"Module tensorflow.python.debug.examples.v1.debug_errors",68
"Module tensorflow.examples.saved_model.integration_tests.deploy_mnist_cnn",68
"Module tensorflow.python.kernel_tests.sparse_tensor_dense_matmul_grad_test",68
"Module tensorflow.python.kernel_tests.reduce_benchmark_test",68
"Module tensorflow.python.keras.saving.model_config",68
"Module tensorflow.python.ops.summary_op_util",68
"Module tensorflow.python.autograph.pyct.loader_test",68
"Module tensorflow.python.data.experimental.kernel_tests.serialization.parallel_interleave_dataset_serialization_test",68
"Module tensorflow.python.data.experimental.kernel_tests.serialization.choose_fastest_branch_dataset_serialization_test",68
"Module distutils.errors",68
"Module tensorflow.python.data.experimental.ops.distribute_options",67
"Module tensorflow.python.data.experimental.benchmarks.choose_fastest_benchmark",67
"Module tensorflow.python.data.experimental.benchmarks.choose_fastest_branch_benchmark",67
"Module tensorflow.lite.toco.python.toco_from_protos_test",67
"Module tensorflow.compiler.tests.listdiff_op_test",67
"Module tensorflow.python.ops.ragged.ragged_rank_op_test",67
"Module ragged.ragged_rank_op_test",67
"Module tensorflow.tools.common.traverse",67
"Module tensorflow.python.ops.tensor_forest_ops",67
"Module tensorflow.python.debug.lib.profiling_test",67
"Module tensorflow.python.autograph.operators.py_builtins_py3_test",67
"Module tensorflow.compiler.tests.dynamic_stitch_test",67
"Module tensorflow.lite.python.convert_file_to_c_source",67
"Module email.base64mime",67
"Module tensorflow.python.ops.rnn_grad_test",67
"Module tensorflow.compiler.tests.qr_op_test",67
"Module tensorflow.python.debug.lib.debug_graphs_test",67
"Module tensorflow.python.ops.linalg.cholesky_registrations",67
"Module linalg.cholesky_registrations",67
"Module tensorflow.python.data.kernel_tests.shard_test",66
"Module tensorflow.python.distribute.mirrored_function_strategy_test",66
"Module tensorflow.lite.micro.examples.magic_wand.train.data_load_test",66
"Module tensorflow.python.training.basic_loops_test",66
"Module tensorflow.python.ops.ragged.ragged_reverse_op_test",66
"Module tensorflow.python.keras.distribute.keras_premade_models_test",66
"Module tensorflow.tools.docs.py_guide_parser",66
"Module tensorflow.lite.testing.op_tests.gather",66
"Module ragged.ragged_reverse_op_test",66
"Module tensorflow.lite.testing.op_tests.pack",65
"Module tensorflow.python.saved_model.simple_save_test",65
"Module ragged.ragged_operators_test",65
"Module tensorflow.python.autograph.utils.py_func_test",65
"Module tensorflow.tools.test.check_futures_test",65
"Module tensorflow.python.ops.ragged.ragged_operators_test",65
"Module tensorflow.compiler.tests.dynamic_slice_ops_test",65
"Module tensorflow.python.grappler.item",65
"Module tensorflow.lite.toco.python.toco_from_protos",64
"Module tensorflow.python.kernel_tests.bitcast_op_test",64
"Module tensorflow.python.data.experimental.kernel_tests.optimization.filter_fusion_test",64
"Module tensorflow.compiler.tests.clustering_test",64
"Module tensorflow.lite.testing.op_tests.padv2",64
"Module tensorflow.python.tools.saved_model_utils_test",64
"Module tensorflow.python.distribute.shared_variable_creator",64
"Module tensorflow.python.tools.import_pb_to_tensorboard",63
"Module tensorflow.python.profiler.tf_stats_proto_to_gviz",63
"Module tensorflow.python.distribute.device_util_test",63
"Module tensorflow.python.autograph.converters.arg_defaults_test",63
"Module tensorflow.python.data.experimental.__init__",62
"Module tensorflow.python.data.experimental.kernel_tests.serialization.dataset_constructor_serialization_test",62
"Module tensorflow.python.data.kernel_tests.from_sparse_tensor_slices_test",62
"Module tensorflow.python.kernel_tests.normalize_op_test",62
"Module tensorflow.compiler.tests.reverse_sequence_op_test",62
"Module tensorflow.python.kernel_tests.random.multinomial_op_big_test",62
"Module tensorflow.python.tools.api.generator.doc_srcs",62
"Module tensorflow.python.debug.lib.session_debug_multi_gpu_test",62
"Module tensorflow.examples.saved_model.integration_tests.export_simple_text_embedding",62
"Module tensorflow.python.data.kernel_tests.as_numpy_iterator_test",62
"Module tensorflow.python.framework.device_test",62
"Module tensorflow.python.client.notebook",62
"Module tensorflow.python.grappler.cost_analyzer",62
"Module tensorflow.python.autograph.operators.exceptions",61
"Module tensorflow.python.eager.lift_to_graph_test",61
"Module tensorflow.python.saved_model.function_serialization",61
"Module distutils.dep_util",61
"Module email.errors",61
"Module tensorflow.python.data.benchmarks.benchmark_base",61
"Module tensorflow.python.tpu.preempted_hook",61
"Module tensorflow.python.framework.registry",61
"Module tensorflow.lite.testing.op_tests.unroll_batch_matmul",61
"Module tensorflow.python.tools.strip_unused",61
"Module signal",60
"Module tensorflow.python.data.util.random_seed_test",60
"Module tensorflow.python.kernel_tests.conv1d_test",60
"Module tensorflow.python.debug.examples.v2.debug_fibonacci_v2",60
"Module tensorflow.python.ops.sobol_ops_test",59
"Module tensorflow.lite.testing.op_tests.concat",59
"Module six.moves.urllib_parse",59
"Module tensorflow.python.training.summary_io",59
"Module tensorflow.lite.testing.op_tests.one_hot",59
"Module tensorflow.python.kernel_tests.unicode_script_op_test",59
"Module tensorflow.python.platform.test",59
"Module json.scanner",59
"Module tensorflow.lite.testing.op_tests.conv_with_shared_weights",59
"Module tensorflow.python.distribute.warm_starting_util_test",58
"Module tensorflow.examples.speech_commands.wav_to_features_test",58
"Module tensorflow.lite.testing.op_tests.reshape",58
"Module tensorflow.cc.saved_model.testdata.generate_saved_models",58
"Module tensorflow.python.kernel_tests.string_to_hash_bucket_op_test",58
"Module tensorflow.python.training.py_checkpoint_reader",58
"Module tensorflow.python.kernel_tests.identity_op_py_test",57
"Module tensorflow.python.platform.benchmark_test",57
"Module tensorflow.tools.pip_package.check_load_py_test",57
"Module tensorflow.python.training.saver_test_utils",57
"Module tensorflow.compiler.tests.xla_device_test",57
"Module tensorflow.lite.examples.python.label_image",57
"Module tensorflow.compiler.tests.add_n_test",57
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_fusion_test",57
"Module tensorflow.python.data.experimental.ops.threadpool",57
"Module tensorflow.python.training.gradient_descent",57
"Module tensorflow.python.util.tf_contextlib_test",57
"Module tensorflow.lite.testing.op_tests.strided_slice_np_style",57
"Module tensorflow.python.ops.data_flow_grad",56
"Module tensorflow.python.distribute.keras_save_load_test",56
"Module tensorflow.compiler.xla.python_api.xla_literal",56
"Module tensorflow.python.profiler.tfprof_logger_test",56
"Module ctypes.macholib.framework",56
"Module tensorflow.examples.tutorials.mnist.mnist_softmax_xla",56
"Module tensorflow.python.ops.default_gradient",56
"Module tensorflow.lite.testing.op_tests.sparse_to_dense",56
"Module tensorflow.python.eager.profiler_client",56
"Module tensorflow.lite.testing.op_tests.conv_to_depthwiseconv_with_shared_weights",56
"Module tensorflow.python.training.tracking.util_xla_test",56
"Module tensorflow.python.debug.lib.common",56
